0.000000,-6.545658E-5,0.013849,4.707831E-10
1.162552,0.019934,0.022308,3.332620E-8
2.329758,0.039943,0.030799,6.783229E-8
3.492684,0.059944,0.038094,1.081916E-7
4.652460,0.079943,0.045327,1.507986E-7
5.820972,0.099952,0.051966,1.979771E-7
6.985168,0.079943,0.045040,1.505610E-7
8.138440,0.059939,0.037760,1.064088E-7
9.301039,0.039940,0.030867,6.863825E-8
10.472592,0.019939,0.023232,3.316538E-8
11.622598,-7.093541E-5,0.016168,5.000569E-10
12.771074,-0.020155,0.007170,-2.974837E-8
13.920786,-0.040157,-0.003404,-5.795730E-8
15.088475,-0.060154,-0.009702,-8.408809E-8
16.246546,-0.080154,-0.018288,-1.075457E-7
17.409707,-0.100161,-0.026143,-1.321689E-7
18.561181,-0.080152,-0.017716,-1.094772E-7
19.730869,-0.060155,-0.009256,-8.576950E-8
20.901602,-0.040155,-0.000870,-5.845814E-8
22.083974,-0.020152,0.007104,-3.019188E-8
23.240662,-0.000152,0.015236,1.685546E-9
24.398959,0.019935,0.022937,3.346554E-8
25.543909,0.039940,0.030761,6.801152E-8
26.708310,0.059944,0.039423,1.086825E-7
27.884082,0.079941,0.045191,1.515301E-7
29.070055,0.099947,0.052280,1.985659E-7
30.239993,0.079940,0.045129,1.518185E-7
31.419631,0.059940,0.037947,1.079849E-7
